HANDELSID,TID,PRIS,VOLUM,TYPE
1IV25161Q,12:13:28,269.30,1,Retail Matching Facility
1IV25161I,12:12:46,269.30,166,Exchange Continuous
1IV25161H,12:12:46,269.30,6,Exchange Continuous
1IV25161D,12:12:38,269.25,396,Exchange Continuous
1IV25161C,12:12:38,269.25,332,Exchange Continuous
1IV25161B,12:12:38,269.25,8,Exchange Continuous
1IV25160Z,12:10:45,269.20,82,Exchange Continuous
1IV25160T,12:09:38,269.15,13,Exchange Continuous
1IV25160S,12:09:38,269.15,394,Exchange Continuous
1IV25160R,12:09:38,269.10,30,Retail Matching Facility
1IV25160L,12:08:57,269.05,88,Exchange Continuous
1IV25160K,12:08:57,269.05,327,Exchange Continuous
1IV25160J,12:08:57,269.05,270,Exchange Continuous
1IV25160I,12:08:57,269.05,239,Exchange Continuous
1IV25160H,12:08:57,269.05,70,Exchange Continuous
1IV25160G,12:08:57,269.05,400,Exchange Continuous
1IV25160F,12:08:57,269.05,212,Exchange Continuous
1IV25160E,12:08:57,269.05,316,Exchange Continuous
1IV25160D,12:08:37,269.10,50,Exchange Continuous
1IV25160C,12:08:36,269.10,239,Exchange Continuous
1IV25160B,12:08:36,269.10,400,Exchange Continuous
1IV25160A,12:08:36,269.10,178,Exchange Continuous
1IV251609,12:08:36,269.10,204,Exchange Continuous
1IV251608,12:08:36,269.10,198,Exchange Continuous
1IV251607,12:08:36,269.05,7,Exchange Continuous
1IV251606,12:08:36,269.05,201,Exchange Continuous
1IV251605,12:08:36,269.00,197,Exchange Continuous
1IV251604,12:08:17,268.95,1 200,Exchange Continuous
1IV251603,12:08:17,268.95,240,Exchange Continuous
1IV251602,12:08:17,268.95,238,Exchange Continuous
1IV251601,12:08:17,268.95,196,Exchange Continuous
1IV251600,12:08:17,268.90,178,Exchange Continuous
1IV2515ZZ,12:08:17,268.90,238,Exchange Continuous
1IV2515ZY,12:08:17,268.90,418,Exchange Continuous
1IV2515ZX,12:08:17,268.90,43,Exchange Continuous
1IV2515ZW,12:08:17,268.90,70,Exchange Continuous
1IV2515ZV,12:08:17,268.90,492,Exchange Continuous
1IV2515ZU,12:08:17,268.90,203,Exchange Continuous
1IV2515ZT,12:08:03,268.95,1 316,Exchange Continuous
1IV2515ZS,12:08:03,268.95,535,Exchange Continuous
1IV2515ZR,12:08:03,268.95,5,Exchange Continuous
1IV2515ZQ,12:08:03,269.00,282,Exchange Continuous
1IV2515ZP,12:08:03,269.00,259,Exchange Continuous
1IV2515ZO,12:08:03,269.00,57,Exchange Continuous
1IV2515ZN,12:08:03,269.00,259,Exchange Continuous
1IV2515ZM,12:08:03,269.00,471,Exchange Continuous
1IV2515ZL,12:08:03,269.00,238,Exchange Continuous
1IV2515ZK,12:08:03,269.00,259,Exchange Continuous
1IV2515ZJ,12:08:03,269.00,31,Exchange Continuous
1IV2515ZI,12:08:03,269.00,70,Exchange Continuous
1IV2515ZH,12:08:03,269.00,215,Exchange Continuous
1IV2515YV,12:07:31,269.05,38,Exchange Continuous
1IV2515YU,12:07:31,269.05,235,Exchange Continuous
1IV2515YT,12:07:31,269.05,70,Exchange Continuous
1IV2515YS,12:07:31,269.05,100,Retail Matching Facility
1IV2515YR,12:07:24,269.00,245,Exchange Continuous
1IV2515YQ,12:07:24,269.00,179,Exchange Continuous
1IV2515YP,12:07:24,269.00,240,Exchange Continuous
1IV2515YO,12:07:24,269.00,240,Exchange Continuous
1IV2515YN,12:07:24,269.05,70,Exchange Continuous
1IV2515YM,12:07:24,269.05,400,Exchange Continuous
1IV2515YL,12:07:24,269.05,121,Exchange Continuous
1IV2515YK,12:07:24,269.05,316,Exchange Continuous
1IV2515YJ,12:07:24,269.05,240,Exchange Continuous
1IV2515YG,12:07:08,269.10,1,Retail Matching Facility
1IV2515YF,12:06:59,269.20,85,Exchange Continuous
1IV2515Y8,12:06:19,269.20,3,Retail Matching Facility
1IV2515Y7,12:06:18,269.20,35,Exchange Continuous
1IV2515Y6,12:06:09,269.25,316,Exchange Continuous
1IV2515Y5,12:06:09,269.25,357,Exchange Continuous
1IV2515Y4,12:06:09,269.25,327,Exchange Continuous
1IV2515Y3,12:06:09,269.25,357,Exchange Continuous
1IV2515Y2,12:06:09,269.25,240,Exchange Continuous
1IV2515Y1,12:06:09,269.25,357,Exchange Continuous
1IV2515Y0,12:06:09,269.25,70,Exchange Continuous
1IV2515XZ,12:06:09,269.25,17,Exchange Continuous
1IV2515XG,12:03:53,269.30,70,Exchange Continuous
1IV2515XF,12:03:53,269.30,20,Exchange Continuous
1IV2515XE,12:03:14,269.35,58,Exchange Continuous
1IV2515XD,12:03:14,269.35,55,Exchange Continuous
1IV2515XC,12:03:14,269.35,43,Exchange Continuous
1IV2515XB,12:03:12,269.40,79,Exchange Continuous
1IV2515XA,12:03:12,269.40,271,Exchange Continuous
1IV2515X9,12:03:12,269.40,271,Exchange Continuous
1IV2515X8,12:03:12,269.40,271,Exchange Continuous
1IV2515X7,12:03:11,269.40,271,Exchange Continuous
1IV2515X6,12:03:11,269.40,45,Exchange Continuous
1IV2515X5,12:03:11,269.40,271,Exchange Continuous
1IV2515X4,12:03:11,269.40,271,Exchange Continuous
1IV2515X3,12:03:11,269.40,45,Exchange Continuous
1IV2515X2,12:03:11,269.40,271,Exchange Continuous
1IV2515X1,12:03:11,269.40,207,Exchange Continuous
1IV2515X0,12:03:11,269.40,32,Exchange Continuous
1IV2515WZ,12:03:11,269.40,239,Exchange Continuous
1IV2515WY,12:03:11,269.40,168,Exchange Continuous
1IV2515WX,12:03:11,269.40,71,Exchange Continuous
1IV2515WW,12:03:11,269.40,200,Exchange Continuous
1IV2515WV,12:03:09,269.45,112,Exchange Continuous
1IV2515WU,12:03:01,269.45,256,Exchange Continuous
1IV2515WT,12:02:33,269.45,15,Retail Matching Facility
1IV2515WS,12:02:31,269.45,100,Retail Matching Facility
1IV2515WO,12:01:35,269.40,316,Exchange Continuous
1IV2515WN,12:01:35,269.40,11,Exchange Continuous
1IV2515WM,12:01:35,269.40,17,Exchange Continuous
1IV2515WL,12:01:35,269.40,5,Exchange Continuous
1IV2515WI,12:00:57,269.45,2,Exchange Continuous
1IV2515WF,12:00:55,269.45,34,Exchange Continuous
1IV2515WE,12:00:55,269.45,282,Exchange Continuous
1IV2515WD,12:00:55,269.45,370,Exchange Continuous
1IV2515WC,12:00:55,269.45,258,Exchange Continuous
1IV2515WB,12:00:55,269.45,796,Exchange Continuous
1IV2515WA,12:00:55,269.45,258,Exchange Continuous
1IV2515W9,12:00:55,269.45,796,Exchange Continuous
1IV2515W8,12:00:55,269.45,91,Exchange Continuous
1IV2515W7,12:00:55,269.45,258,Exchange Continuous
1IV2515W6,12:00:55,269.45,796,Exchange Continuous
1IV2515W5,12:00:55,269.45,242,Exchange Continuous
1IV2515W4,12:00:55,269.45,413,Exchange Continuous
1IV2515W3,12:00:51,269.50,50,Retail Matching Facility
1IV2515VZ,12:00:25,269.45,212,Exchange Continuous
1IV2515VY,12:00:25,269.45,20,Exchange Continuous
1IV2515VX,12:00:25,269.45,103,Exchange Continuous
1IV2515VW,12:00:21,269.45,645,Exchange Continuous
1IV2515VT,12:00:09,269.45,55,Exchange Continuous
1IV2515VS,12:00:09,269.40,339,Exchange Continuous
1IV2515VR,12:00:09,269.40,245,Exchange Continuous
1IV2515VQ,12:00:09,269.40,4,Exchange Continuous
1IV2515V7,11:59:20,269.35,7,Exchange Continuous
1IV2515UJ,11:57:25,269.40,59,Exchange Continuous
1IV2515UI,11:57:25,269.40,64,Exchange Continuous
1IV2515UH,11:57:25,269.40,47,Exchange Continuous
1IV2515UG,11:57:25,269.40,269,Exchange Continuous
1IV2515UF,11:57:25,269.40,189,Exchange Continuous
1IV2515UE,11:57:25,269.40,269,Exchange Continuous
1IV2515UD,11:57:25,269.40,1 733,Exchange Continuous
1IV2515UC,11:57:25,269.40,49,Exchange Continuous
1IV2515UB,11:57:25,269.40,276,Exchange Continuous
1IV2515UA,11:57:25,269.45,315,Exchange Continuous
1IV2515U9,11:57:25,269.45,281,Exchange Continuous
1IV2515U8,11:57:24,269.50,5,Exchange Continuous
1IV2515U7,11:57:24,269.50,188,Exchange Continuous
1IV2515TY,11:55:15,269.50,10,Retail Matching Facility
1IV2515TK,11:53:56,269.40,80,Exchange Continuous
1IV2515TJ,11:53:56,269.40,303,Exchange Continuous
1IV2515TD,11:53:20,269.40,534,Exchange Continuous
1IV2515TC,11:53:20,269.40,70,Exchange Continuous
1IV2515TB,11:53:20,269.40,303,Exchange Continuous
1IV2515T7,11:53:15,269.35,50,Exchange Continuous
1IV2515T6,11:53:15,269.40,170,Exchange Continuous
1IV2515T5,11:53:14,269.45,78,Exchange Continuous
1IV2515T4,11:53:14,269.45,349,Exchange Continuous
1IV2515T3,11:53:14,269.45,46,Exchange Continuous
1IV2515T2,11:53:14,269.45,303,Exchange Continuous
1IV2515T1,11:53:14,269.45,230,Exchange Continuous
1IV2515T0,11:53:14,269.45,339,Exchange Continuous
1IV2515SZ,11:53:14,269.45,10,Exchange Continuous
1IV2515SX,11:53:10,269.45,273,Exchange Continuous
1IV2515SW,11:53:10,269.45,18,Exchange Continuous
1IV2515SV,11:53:10,269.45,230,Exchange Continuous
1IV2515SU,11:53:10,269.45,227,Exchange Continuous
1IV2515SP,11:52:55,269.45,122,Exchange Continuous
1IV2515SO,11:52:55,269.45,230,Exchange Continuous
1IV2515SN,11:52:55,269.45,189,Exchange Continuous
1IV2515SM,11:52:55,269.45,349,Exchange Continuous
1IV2515SL,11:52:55,269.45,31,Exchange Continuous
1IV2515SK,11:52:55,269.45,149,Exchange Continuous
1IV2515SJ,11:52:55,269.45,230,Exchange Continuous
1IV2515SI,11:52:43,269.50,141,Exchange Continuous
1IV2515SH,11:52:41,269.45,10,Exchange Continuous
1IV2515RI,11:50:15,269.40,420,Exchange Continuous
1IV2515RH,11:50:15,269.40,443,Exchange Continuous
1IV2515RG,11:50:15,269.40,1,Exchange Continuous
1IV2515RF,11:50:15,269.40,219,Exchange Continuous
1IV2515RE,11:50:15,269.40,1,Exchange Continuous
1IV2515RD,11:50:15,269.40,223,Exchange Continuous
1IV2515RC,11:50:15,269.40,443,Exchange Continuous
1IV2515R7,11:50:00,269.45,32,Retail Matching Facility
1IV2515R4,11:49:04,269.40,267,Exchange Continuous
1IV2515QI,11:48:39,269.40,1 504,Exchange Continuous
1IV2515QH,11:48:39,269.40,272,Exchange Continuous
1IV2515QG,11:48:39,269.40,251,Exchange Continuous
1IV2515QF,11:48:39,269.40,70,Exchange Continuous
1IV2515QE,11:48:39,269.40,100,Exchange Continuous
1IV2515QD,11:48:39,269.40,303,Exchange Continuous
1IV2515PU,11:47:51,269.45,172,Exchange Continuous
1IV2515PT,11:47:51,269.45,78,Exchange Continuous
1IV2515PS,11:47:51,269.45,279,Exchange Continuous
1IV2515PM,11:46:38,269.45,1,Exchange Continuous
1IV2515PL,11:46:38,269.45,1,Exchange Continuous
1IV2515OH,11:44:36,269.65,137,Exchange Continuous
1IV2515OG,11:44:36,269.65,79,Exchange Continuous
1IV2515OF,11:44:36,269.65,101,Exchange Continuous
1IV2515OE,11:44:36,269.65,68,Exchange Continuous
1IV2515OD,11:44:36,269.65,45,Exchange Continuous
1IV2515OC,11:44:36,269.65,242,Exchange Continuous
1IV2515OA,11:44:29,269.70,261,Exchange Continuous
1IV2515O9,11:44:29,269.70,151,Exchange Continuous
1IV2515O8,11:44:29,269.70,300,Exchange Continuous
1IV2515O7,11:44:29,269.70,303,Exchange Continuous
1IV2515O6,11:44:29,269.70,148,Exchange Continuous
1IV2515O5,11:44:29,269.70,89,Exchange Continuous
1IV2515O4,11:44:29,269.70,362,Exchange Continuous
1IV2515O3,11:44:29,269.70,89,Exchange Continuous
1IV2515O2,11:44:29,269.70,86,Exchange Continuous
1IV2515O1,11:44:29,269.70,3,Exchange Continuous
1IV2515O0,11:44:29,269.70,300,Exchange Continuous
1IV2515NZ,11:44:29,269.70,148,Exchange Continuous
1IV2515NY,11:44:29,269.70,148,Exchange Continuous
1IV2515NX,11:44:29,269.70,303,Exchange Continuous
1IV2515NW,11:44:29,269.70,303,Exchange Continuous
1IV2515NV,11:44:29,269.70,70,Exchange Continuous
1IV2515NU,11:44:29,269.70,97,Exchange Continuous
1IV2515NT,11:44:29,269.70,451,Exchange Continuous
1IV2515NS,11:44:29,269.70,31,Exchange Continuous
1IV2515NR,11:44:29,269.70,38,Exchange Continuous
1IV2515NH,11:43:42,269.75,46,Exchange Continuous
1IV2515NG,11:43:42,269.75,257,Exchange Continuous
1IV2515NF,11:43:42,269.75,31,Exchange Continuous
1IV2515NE,11:43:42,269.75,160,Exchange Continuous
1IV2515N6,11:43:24,269.80,1 069,Exchange Continuous
1IV2515N5,11:43:24,269.80,35,Exchange Continuous
1IV2515N4,11:43:24,269.80,320,Exchange Continuous
1IV2515N3,11:43:22,269.80,872,Exchange Continuous
1IV2515N2,11:43:22,269.80,70,Exchange Continuous
1IV2515N1,11:43:22,269.80,58,Exchange Continuous
1IV2515N0,11:43:22,269.85,178,Exchange Continuous
1IV2515MZ,11:43:22,269.85,261,Exchange Continuous
1IV2515MY,11:43:22,269.80,261,Exchange Continuous
1IV2515MX,11:43:22,269.80,300,Exchange Continuous
1IV2515MW,11:43:21,269.75,1 000,Exchange Continuous
1IV2515MV,11:43:20,269.70,1 000,Exchange Continuous
1IV2515MU,11:43:19,269.70,349,Exchange Continuous
1IV2515MT,11:43:19,269.70,259,Exchange Continuous
1IV2515MS,11:43:19,269.70,392,Exchange Continuous
1IV2515MR,11:43:18,269.55,13,Exchange Continuous
1IV2515MQ,11:43:17,269.60,103,Exchange Continuous
1IV2515MP,11:43:17,269.60,303,Exchange Continuous
1IV2515MO,11:43:17,269.60,30,Exchange Continuous
1IV2515MN,11:43:17,269.55,261,Exchange Continuous
1IV2515MM,11:43:17,269.55,303,Exchange Continuous
1IV2515ML,11:43:16,269.55,430,Exchange Continuous
1IV2515MK,11:43:16,269.55,310,Exchange Continuous
1IV2515MJ,11:43:16,269.55,260,Exchange Continuous
1IV2515M9,11:42:50,269.45,9,Exchange Continuous
1IV2515M5,11:42:41,269.40,25,Exchange Continuous
1IV2515M4,11:42:41,269.40,196,Exchange Continuous
1IV2515M3,11:42:41,269.40,467,Exchange Continuous
1IV2515LT,11:41:44,269.35,140,Exchange Continuous
1IV2515LS,11:41:44,269.30,1 351,Exchange Continuous
1IV2515LR,11:41:44,269.30,99,Exchange Continuous
1IV2515LQ,11:41:44,269.30,99,Exchange Continuous
1IV2515LP,11:41:44,269.30,1 458,Exchange Continuous
1IV2515LO,11:41:44,269.30,126,Exchange Continuous
1IV2515LN,11:41:44,269.30,374,Exchange Continuous
1IV2515LI,11:41:06,269.40,273,Exchange Continuous
1IV2515LH,11:41:06,269.35,70,Exchange Continuous
1IV2515LG,11:41:06,269.35,303,Exchange Continuous
1IV2515LF,11:41:06,269.40,20,Exchange Continuous
1IV2515LE,11:41:06,269.35,240,Exchange Continuous
1IV2515LD,11:41:06,269.35,400,Exchange Continuous
1IV2515LC,11:41:06,269.35,239,Exchange Continuous
1IV2515LB,11:41:06,269.30,234,Exchange Continuous
1IV2515LA,11:41:06,269.30,1 200,Exchange Continuous
1IV2515L9,11:41:06,269.30,70,Exchange Continuous
1IV2515L8,11:41:06,269.25,70,Exchange Continuous
1IV2515L7,11:41:06,269.25,580,Retail Matching Facility
1IV2515L6,11:41:05,269.25,20,Retail Matching Facility
1IV2515KZ,11:40:24,269.20,173,Exchange Continuous
1IV2515KY,11:40:24,269.15,84,Exchange Continuous
1IV2515KQ,11:40:08,269.10,26,Exchange Continuous
1IV2515KP,11:40:08,269.05,20,Exchange Continuous
1IV2515KO,11:40:08,269.00,195,Exchange Continuous
1IV2515KN,11:40:08,269.00,56,Exchange Continuous
1IV2515KI,11:38:28,268.95,4,Exchange Continuous
1IV2515KH,11:38:28,268.95,750,Exchange Continuous
1IV2515K3,11:37:28,268.90,32,Exchange Continuous
1IV2515K2,11:37:28,268.90,271,Exchange Continuous
1IV2515K1,11:37:28,268.90,271,Exchange Continuous
1IV2515K0,11:37:28,268.90,271,Exchange Continuous
1IV2515JZ,11:37:26,268.95,17,Exchange Continuous
1IV2515JY,11:37:26,268.95,257,Exchange Continuous
1IV2515JX,11:37:26,268.95,257,Exchange Continuous
1IV2515JW,11:37:26,268.95,257,Exchange Continuous
1IV2515JV,11:37:26,268.95,46,Exchange Continuous
1IV2515JU,11:37:26,268.95,257,Exchange Continuous
1IV2515JT,11:37:26,268.95,81,Exchange Continuous
1IV2515JS,11:37:26,268.95,212,Exchange Continuous
1IV2515JR,11:37:26,268.95,257,Exchange Continuous
1IV2515J9,11:36:44,268.95,46,Exchange Continuous
1IV2515J8,11:36:44,268.95,257,Exchange Continuous
1IV2515J7,11:36:44,268.95,384,Exchange Continuous
1IV2515J6,11:36:44,268.95,257,Exchange Continuous
1IV2515J5,11:36:44,268.95,458,Exchange Continuous
1IV2515J4,11:36:44,268.95,400,Exchange Continuous
1IV2515J3,11:36:44,268.95,1 105,Exchange Continuous
1IV2515J2,11:36:44,268.95,264,Exchange Continuous
1IV2515IN,11:36:01,268.95,37,Exchange Continuous
1IV2515IM,11:36:01,268.95,93,Exchange Continuous
1IV2515IL,11:36:01,268.95,14,Retail Matching Facility
1IV2515HH,11:33:58,268.95,51,Exchange Continuous
1IV2515HG,11:33:58,268.95,161,Exchange Continuous
1IV2515HF,11:33:58,268.95,90,Exchange Continuous
1IV2515HE,11:33:58,268.95,303,Exchange Continuous
1IV2515HD,11:33:58,268.95,204,Exchange Continuous
1IV2515HC,11:33:58,268.95,95,Retail Matching Facility
1IV2515GN,11:32:52,269.00,235,Exchange Continuous
1IV2515GM,11:32:52,269.00,78,Exchange Continuous
1IV2515GL,11:32:52,269.00,236,Exchange Continuous
1IV2515GK,11:32:52,269.00,280,Retail Matching Facility
1IV2515FK,11:30:58,269.05,213,Exchange Continuous
1IV2515FJ,11:30:58,269.05,300,Exchange Continuous
1IV2515FI,11:30:58,269.05,643,Exchange Continuous
1IV2515FH,11:30:58,269.05,300,Exchange Continuous
1IV2515FG,11:30:58,269.05,644,Exchange Continuous
1IV2515FF,11:30:58,269.05,142,Exchange Continuous
1IV2515FE,11:30:57,269.05,157,Exchange Continuous
1IV2515FD,11:30:57,269.05,943,Exchange Continuous
1IV2515FC,11:30:56,269.05,943,Exchange Continuous
1IV2515FB,11:30:56,269.05,370,Exchange Continuous
1IV2515FA,11:30:56,269.05,943,Exchange Continuous
1IV2515F9,11:30:56,269.05,154,Exchange Continuous
1IV2515F8,11:30:56,269.05,388,Exchange Continuous
1IV2515EL,11:29:39,269.05,303,Exchange Continuous
1IV2515EK,11:29:39,269.05,130,Exchange Continuous
1IV2515EJ,11:29:39,269.05,80,Exchange Continuous
1IV2515EI,11:29:39,269.05,29,Exchange Continuous
1IV2515EG,11:29:01,269.10,30,Exchange Continuous
1IV2515EF,11:29:01,269.10,70,Exchange Continuous
1IV2515EE,11:28:55,269.05,20,Retail Matching Facility
1IV2515E6,11:27:58,269.05,281,Exchange Continuous
1IV2515E5,11:27:58,269.05,22,Exchange Continuous
1IV2515DV,11:27:52,269.10,87,Exchange Continuous
1IV2515DU,11:27:51,269.10,132,Exchange Continuous
1IV2515DT,11:27:51,269.10,219,Exchange Continuous
1IV2515DS,11:27:51,269.10,249,Exchange Continuous
1IV2515DR,11:27:51,269.10,64,Exchange Continuous
1IV2515DQ,11:27:51,269.10,36,Exchange Continuous
1IV2515DP,11:27:51,269.10,75,Exchange Continuous
1IV2515DO,11:27:51,269.10,144,Exchange Continuous
1IV2515DN,11:27:51,269.10,118,Exchange Continuous
1IV2515DM,11:27:51,269.10,249,Exchange Continuous
1IV2515DL,11:27:51,269.10,100,Exchange Continuous
1IV2515DK,11:27:51,269.10,219,Exchange Continuous
1IV2515DJ,11:27:51,269.10,212,Exchange Continuous
1IV2515DI,11:27:51,269.10,258,Exchange Continuous
1IV2515DH,11:27:51,269.10,249,Exchange Continuous
1IV2515DG,11:27:51,269.10,81,Exchange Continuous
1IV2515DF,11:27:51,269.10,64,Exchange Continuous
1IV2515D8,11:27:26,269.10,36,Exchange Continuous
1IV2515D6,11:27:18,269.10,400,Exchange Continuous
1IV2515D5,11:27:18,269.10,100,Exchange Continuous
1IV2515D4,11:27:06,269.10,64,Exchange Continuous
1IV2515D3,11:27:06,269.10,64,Exchange Continuous
1IV2515D2,11:26:51,269.10,11,Exchange Continuous
1IV2515CY,11:26:40,269.00,427,Exchange Continuous
1IV2515CX,11:26:40,268.95,11,Exchange Continuous
1IV2515CW,11:26:40,268.95,3,Exchange Continuous
1IV2515CS,11:26:10,268.95,1,Retail Matching Facility
1IV2515CR,11:25:39,268.90,6,Exchange Continuous
1IV2515CQ,11:25:39,268.85,2,Exchange Continuous
1IV2515CP,11:25:39,268.85,179,Exchange Continuous
1IV2515CO,11:25:39,268.85,239,Exchange Continuous
1IV2515CN,11:25:39,268.85,508,Exchange Continuous
1IV2515CM,11:25:39,268.85,303,Exchange Continuous
1IV2515CL,11:25:39,268.85,39,Retail Matching Facility
1IV2515CG,11:25:10,268.90,461,Exchange Continuous
1IV2515CF,11:25:10,268.90,90,Exchange Continuous
1IV2515CE,11:25:04,268.95,584,Exchange Continuous
1IV2515CC,11:25:00,269.05,70,Exchange Continuous
1IV2515CB,11:25:00,269.15,79,Exchange Continuous
1IV2515CA,11:25:00,269.15,57,Exchange Continuous
1IV2515C9,11:25:00,269.15,220,Exchange Continuous
1IV2515C8,11:25:00,269.15,648,Exchange Continuous
1IV2515C7,11:25:00,269.10,179,Exchange Continuous
1IV2515C6,11:25:00,269.10,303,Exchange Continuous
1IV2515C5,11:25:00,269.10,360,Exchange Continuous
1IV2515C4,11:25:00,269.10,233,Exchange Continuous
1IV2515C3,11:25:00,269.10,57,Exchange Continuous
1IV2515C2,11:25:00,269.05,67,Exchange Continuous
1IV2515C0,11:24:08,269.00,345,Exchange Continuous
1IV2515BZ,11:23:30,269.05,238,Exchange Continuous
1IV2515BY,11:23:30,269.05,122,Exchange Continuous
1IV2515BX,11:23:30,269.05,338,Exchange Continuous
1IV2515BW,11:23:30,269.05,81,Exchange Continuous
1IV2515BK,11:23:09,269.05,330,Retail Matching Facility
1IV2515BC,11:22:21,269.10,124,Exchange Continuous
1IV2515BB,11:22:21,269.10,118,Exchange Continuous
1IV2515BA,11:22:21,269.10,212,Exchange Continuous
1IV2515B9,11:22:16,269.15,215,Exchange Continuous
1IV2515B8,11:22:16,269.10,40,Exchange Continuous
1IV2515B6,11:21:37,269.00,303,Exchange Continuous
1IV2515AK,11:21:16,268.95,163,Exchange Continuous
1IV2515AJ,11:21:15,268.85,171,Exchange Continuous
1IV2515AI,11:21:15,268.85,70,Exchange Continuous
1IV2515AH,11:21:15,268.85,303,Exchange Continuous
1IV2515AG,11:21:15,268.85,20,Exchange Continuous
1IV2515AF,11:21:15,268.85,129,Exchange Continuous
1IV2515AE,11:21:08,268.90,2,Exchange Continuous
1IV2515AD,11:21:08,268.90,4,Exchange Continuous
1IV2515AC,11:21:08,268.95,60,Exchange Continuous
1IV2515AB,11:21:08,268.95,303,Exchange Continuous
1IV2515AA,11:21:08,268.95,437,Exchange Continuous
1IV2515A9,11:21:08,268.95,135,Exchange Continuous
1IV2515A8,11:21:08,268.95,147,Exchange Continuous
1IV2515A7,11:21:08,268.95,282,Exchange Continuous
1IV2515A6,11:21:08,268.95,8,Exchange Continuous
1IV2515A5,11:21:08,268.95,282,Exchange Continuous
1IV2515A4,11:21:08,268.95,155,Exchange Continuous
1IV2515A3,11:21:08,268.95,127,Exchange Continuous
1IV2515A0,11:20:52,269.00,39,Exchange Continuous
1IV25159Z,11:20:52,269.00,233,Exchange Continuous
1IV25159Y,11:20:52,269.00,50,Retail Matching Facility
1IV25159X,11:20:52,269.00,15,Retail Matching Facility
1IV25159W,11:20:51,269.05,150,Exchange Continuous
1IV25159V,11:20:51,269.05,268,Exchange Continuous
1IV25159U,11:20:51,269.05,35,Exchange Continuous
1IV25159T,11:20:51,269.05,268,Exchange Continuous
1IV25159S,11:20:51,269.05,268,Exchange Continuous
1IV25159R,11:20:51,269.05,509,Exchange Continuous
1IV25159Q,11:20:51,269.05,271,Exchange Continuous
1IV25159P,11:20:51,269.05,268,Exchange Continuous
1IV25159O,11:20:51,269.05,228,Exchange Continuous
1IV25159N,11:20:51,269.05,268,Exchange Continuous
1IV25159M,11:20:51,269.10,289,Exchange Continuous
1IV25159L,11:20:51,269.10,3,Exchange Continuous
1IV25159K,11:20:51,269.10,250,Exchange Continuous
1IV25159J,11:20:51,269.10,303,Exchange Continuous
1IV25159I,11:20:51,269.10,14,Exchange Continuous
1IV25159H,11:20:51,269.10,239,Exchange Continuous
1IV25159G,11:20:51,269.10,221,Exchange Continuous
1IV25159F,11:20:51,269.10,303,Exchange Continuous
1IV25159E,11:20:51,269.10,240,Exchange Continuous
1IV25159D,11:20:51,269.10,253,Exchange Continuous
1IV25159C,11:20:51,269.10,253,Exchange Continuous
1IV25159B,11:20:51,269.10,241,Exchange Continuous
1IV25159A,11:20:51,269.10,212,Exchange Continuous
1IV251599,11:20:51,269.10,253,Exchange Continuous
1IV251598,11:20:51,269.10,118,Exchange Continuous
1IV251597,11:20:51,269.10,216,Exchange Continuous
1IV251596,11:20:51,269.10,117,Exchange Continuous
1IV251595,11:20:51,269.10,70,Exchange Continuous
1IV251594,11:20:51,269.10,320,Exchange Continuous
1IV251593,11:20:51,269.10,303,Exchange Continuous
1IV251590,11:20:43,269.10,94,Exchange Continuous
1IV25158G,11:18:56,269.10,60,Retail Matching Facility
1IV251587,11:18:25,269.05,14,Exchange Continuous
1IV251586,11:18:25,269.05,10,Exchange Continuous
1IV251584,11:18:10,269.10,180,Exchange Continuous
1IV251583,11:18:10,269.10,221,Exchange Continuous
1IV251582,11:18:10,269.10,212,Exchange Continuous
1IV251581,11:18:10,269.10,221,Exchange Continuous
1IV251580,11:18:10,269.10,221,Exchange Continuous
1IV25157Z,11:18:10,269.10,365,Exchange Continuous
1IV25157Y,11:18:10,269.10,79,Exchange Continuous
1IV25157X,11:18:10,269.10,142,Exchange Continuous
1IV25157W,11:18:10,269.10,82,Exchange Continuous
1IV25157V,11:18:10,269.10,221,Exchange Continuous
1IV25157U,11:18:10,269.10,79,Exchange Continuous
1IV25157T,11:18:10,269.10,221,Exchange Continuous
1IV25157Q,11:16:49,269.10,251,Retail Matching Facility
1IV25157P,11:16:35,269.10,149,Exchange Continuous
1IV25157O,11:16:35,269.10,600,Retail Matching Facility
1IV25157N,11:16:15,269.00,114,Exchange Continuous
1IV25157M,11:16:12,269.05,227,Exchange Continuous
1IV25157L,11:16:12,269.05,303,Exchange Continuous
1IV25157K,11:16:12,269.05,570,Exchange Continuous
1IV25157J,11:16:08,269.05,303,Exchange Continuous
1IV25157I,11:16:08,269.05,873,Exchange Continuous
1IV25157H,11:16:07,269.05,570,Exchange Continuous
1IV25157G,11:16:07,269.05,303,Exchange Continuous
1IV25157F,11:16:07,269.05,449,Exchange Continuous
1IV25157E,11:16:07,269.05,424,Exchange Continuous
1IV25157D,11:16:07,269.05,25,Exchange Continuous
1IV25157C,11:16:07,269.05,256,Exchange Continuous
1IV25157B,11:16:07,269.05,109,Exchange Continuous
1IV25156Z,11:15:41,269.15,19,Exchange Continuous
1IV25156Y,11:15:41,269.15,354,Exchange Continuous
1IV25156X,11:15:41,269.15,225,Exchange Continuous
1IV25156W,11:15:41,269.15,91,Exchange Continuous
1IV25156V,11:15:41,269.15,422,Exchange Continuous
1IV25156U,11:15:41,269.15,303,Exchange Continuous
1IV251562,11:15:27,269.10,79,Exchange Continuous
