HANDELSID,TID,PRIS,VOLUM,TYPE
1IV2518VL,15:21:02,269.30,12,Exchange Continuous
1IV2518VK,15:21:02,269.30,198,Exchange Continuous
1IV2518VJ,15:21:02,269.30,85,Exchange Continuous
1IV2518V1,15:20:29,269.40,20,Exchange Continuous
1IV2518UY,15:20:22,269.35,168,Exchange Continuous
1IV2518UX,15:20:14,269.40,70,Exchange Continuous
1IV2518UW,15:20:14,269.40,5,Exchange Continuous
1IV2518UU,15:19:59,269.35,10,Exchange Continuous
1IV2518UT,15:19:59,269.35,332,Exchange Continuous
1IV2518US,15:19:59,269.35,16,Exchange Continuous
1IV2518UR,15:19:48,269.45,348,Exchange Continuous
1IV2518UQ,15:19:48,269.45,390,Exchange Continuous
1IV2518UP,15:19:48,269.45,373,Exchange Continuous
1IV2518UB,15:19:27,269.50,777,Exchange Continuous
1IV2518U2,15:18:43,269.50,463,Exchange Continuous
1IV2518U1,15:18:43,269.50,60,Exchange Continuous
1IV2518U0,15:18:42,269.45,20,Retail Matching Facility
1IV2518TZ,15:18:32,269.40,232,Exchange Continuous
1IV2518TX,15:18:01,269.40,31,Exchange Continuous
1IV2518TW,15:18:01,269.35,30,Exchange Continuous
1IV2518T8,15:17:08,269.35,348,Exchange Continuous
1IV2518T7,15:16:57,269.40,348,Exchange Continuous
1IV2518T6,15:16:55,269.45,303,Exchange Continuous
1IV2518T5,15:16:55,269.45,69,Exchange Continuous
1IV2518T4,15:16:55,269.45,348,Exchange Continuous
1IV2518T3,15:16:48,269.45,348,Exchange Continuous
1IV2518T2,15:16:48,269.45,70,Exchange Continuous
1IV2518T1,15:16:48,269.45,19,Exchange Continuous
1IV2518T0,15:16:48,269.45,21,Exchange Continuous
1IV2518SO,15:16:44,269.45,348,Exchange Continuous
1IV2518SN,15:16:44,269.45,348,Exchange Continuous
1IV2518SM,15:16:44,269.45,453,Exchange Continuous
1IV2518SL,15:16:44,269.45,166,Exchange Continuous
1IV2518SK,15:16:44,269.45,348,Exchange Continuous
1IV2518SJ,15:16:44,269.45,453,Exchange Continuous
1IV2518SI,15:16:44,269.45,514,Exchange Continuous
1IV2518SH,15:16:44,269.45,197,Exchange Continuous
1IV2518SG,15:16:44,269.45,179,Exchange Continuous
1IV2518SF,15:16:43,269.50,160,Exchange Continuous
1IV2518SE,15:16:38,269.50,119,Exchange Continuous
1IV2518SD,15:16:38,269.50,233,Exchange Continuous
1IV2518SC,15:16:38,269.50,91,Exchange Continuous
1IV2518SB,15:16:38,269.50,233,Exchange Continuous
1IV2518SA,15:16:38,269.50,60,Exchange Continuous
1IV2518S9,15:16:38,269.50,293,Exchange Continuous
1IV2518S8,15:16:38,269.50,394,Exchange Continuous
1IV2518S7,15:16:38,269.50,29,Exchange Continuous
1IV2518S6,15:16:38,269.50,233,Exchange Continuous
1IV2518S5,15:16:38,269.50,747,Exchange Continuous
1IV2518S4,15:16:38,269.50,114,Exchange Continuous
1IV2518S2,15:16:15,269.50,238,Exchange Continuous
1IV2518S1,15:16:14,269.45,102,Exchange Continuous
1IV2518S0,15:16:14,269.45,102,Exchange Continuous
1IV2518RZ,15:16:14,269.45,144,Exchange Continuous
1IV2518RY,15:16:14,269.45,72,Exchange Continuous
1IV2518RX,15:16:14,269.45,34,Exchange Continuous
1IV2518RW,15:15:42,269.50,50,Retail Matching Facility
1IV2518RS,15:15:16,269.45,179,Exchange Continuous
1IV2518RR,15:15:16,269.45,179,Exchange Continuous
1IV2518RP,15:15:11,269.40,70,Exchange Continuous
1IV2518RO,15:15:11,269.40,293,Exchange Continuous
1IV2518RN,15:15:11,269.40,10,Exchange Continuous
1IV2518RM,15:15:11,269.40,100,Exchange Continuous
1IV2518RI,15:15:08,269.40,155,Exchange Continuous
1IV2518RH,15:15:08,269.40,345,Exchange Continuous
1IV2518RG,15:15:08,269.40,549,Exchange Continuous
1IV2518RF,15:15:08,269.40,137,Exchange Continuous
1IV2518RE,15:15:07,269.40,348,Exchange Continuous
1IV2518RD,15:15:07,269.40,549,Exchange Continuous
1IV2518RC,15:15:07,269.40,360,Exchange Continuous
1IV2518RB,15:15:07,269.40,485,Exchange Continuous
1IV2518RA,15:15:06,269.45,102,Exchange Continuous
1IV2518R9,15:15:06,269.45,45,Exchange Continuous
1IV2518R8,15:15:06,269.45,303,Exchange Continuous
1IV2518QQ,15:14:58,269.50,127,Exchange Continuous
1IV2518QP,15:14:57,269.45,955,Exchange Continuous
1IV2518QO,15:14:56,269.45,218,Exchange Continuous
1IV2518QN,15:14:56,269.45,70,Exchange Continuous
1IV2518QM,15:14:56,269.45,291,Exchange Continuous
1IV2518QL,15:14:56,269.45,348,Exchange Continuous
1IV2518QK,15:14:56,269.45,358,Exchange Continuous
1IV2518QE,15:14:01,269.50,206,Exchange Continuous
1IV2518QD,15:13:59,269.50,108,Exchange Continuous
1IV2518QC,15:13:59,269.50,240,Exchange Continuous
1IV2518QB,15:13:59,269.50,240,Exchange Continuous
1IV2518QA,15:13:59,269.50,194,Exchange Continuous
1IV2518Q9,15:13:59,269.50,154,Exchange Continuous
1IV2518Q8,15:13:59,269.50,86,Exchange Continuous
1IV2518Q7,15:13:59,269.50,86,Exchange Continuous
1IV2518Q6,15:13:59,269.50,154,Exchange Continuous
1IV2518Q5,15:13:59,269.50,194,Exchange Continuous
1IV2518Q4,15:13:59,269.50,108,Exchange Continuous
1IV2518Q3,15:13:59,269.50,240,Exchange Continuous
1IV2518Q2,15:13:59,269.50,169,Exchange Continuous
1IV2518Q1,15:13:59,269.50,108,Exchange Continuous
1IV2518Q0,15:13:59,269.50,240,Exchange Continuous
1IV2518PZ,15:13:59,269.50,157,Exchange Continuous
1IV2518PY,15:13:59,269.50,277,Exchange Continuous
1IV2518PX,15:13:59,269.50,240,Exchange Continuous
1IV2518PW,15:13:59,269.50,228,Exchange Continuous
1IV2518PV,15:13:58,269.50,132,Exchange Continuous
1IV2518PS,15:13:26,269.50,337,Exchange Continuous
1IV2518PR,15:13:26,269.55,54,Exchange Continuous
1IV2518PQ,15:13:26,269.55,238,Exchange Continuous
1IV2518PN,15:12:24,269.55,207,Exchange Continuous
1IV2518P7,15:11:53,269.60,352,Exchange Continuous
1IV2518P6,15:11:53,269.60,70,Exchange Continuous
1IV2518P5,15:11:53,269.60,210,Exchange Continuous
1IV2518P3,15:11:43,269.60,558,Exchange Continuous
1IV2518O4,15:11:10,269.65,348,Exchange Continuous
1IV2518O3,15:11:10,269.65,401,Exchange Continuous
1IV2518O2,15:11:01,269.70,61,Exchange Continuous
1IV2518O1,15:11:01,269.70,61,Exchange Continuous
1IV2518O0,15:11:01,269.70,1 470,Exchange Continuous
1IV2518NZ,15:11:01,269.70,168,Exchange Continuous
1IV2518NY,15:11:01,269.70,348,Exchange Continuous
1IV2518NX,15:11:01,269.70,214,Exchange Continuous
1IV2518NW,15:10:55,269.75,29,Exchange Continuous
1IV2518NV,15:10:55,269.75,210,Exchange Continuous
1IV2518NU,15:10:55,269.75,225,Exchange Continuous
1IV2518NT,15:10:55,269.75,432,Exchange Continuous
1IV2518NR,15:10:49,269.85,400,Retail Matching Facility
1IV2518NQ,15:10:49,269.85,600,Retail Matching Facility
1IV2518NL,15:10:20,269.80,412,Exchange Continuous
1IV2518NK,15:10:20,269.80,929,Retail Matching Facility
1IV2518NJ,15:10:20,269.80,271,Retail Matching Facility
1IV2518NI,15:10:20,269.80,284,Exchange Continuous
1IV2518NH,15:10:20,269.80,142,Exchange Continuous
1IV2518NG,15:10:20,269.80,142,Exchange Continuous
1IV2518N5,15:10:06,269.70,4,Exchange Continuous
1IV2518N1,15:10:00,269.70,89,Exchange Continuous
1IV2518N0,15:10:00,269.70,145,Exchange Continuous
1IV2518MZ,15:10:00,269.70,249,Exchange Continuous
1IV2518MY,15:10:00,269.70,75,Exchange Continuous
1IV2518MX,15:10:00,269.70,556,Exchange Continuous
1IV2518MW,15:10:00,269.70,498,Exchange Continuous
1IV2518MV,15:10:00,269.70,446,Exchange Continuous
1IV2518MU,15:10:00,269.70,156,Exchange Continuous
1IV2518MT,15:10:00,269.70,93,Exchange Continuous
1IV2518MS,15:10:00,269.70,21,Exchange Continuous
1IV2518MR,15:10:00,269.70,114,Exchange Continuous
1IV2518ME,15:09:14,269.70,94,Exchange Continuous
1IV2518MD,15:09:14,269.70,51,Exchange Continuous
1IV2518M6,15:07:57,269.65,246,Exchange Continuous
1IV2518M5,15:07:33,269.65,221,Exchange Continuous
1IV2518M4,15:07:33,269.60,121,Exchange Continuous
1IV2518M3,15:07:33,269.60,209,Exchange Continuous
1IV2518LU,15:07:17,269.55,27,Exchange Continuous
1IV2518LT,15:07:17,269.55,330,Exchange Continuous
1IV2518LS,15:07:17,269.55,84,Exchange Continuous
1IV2518LR,15:07:17,269.55,218,Exchange Continuous
1IV2518LJ,15:06:23,269.55,103,Exchange Continuous
1IV2518LI,15:06:21,269.55,161,Exchange Continuous
1IV2518LH,15:06:21,269.55,114,Exchange Continuous
1IV2518LF,15:06:18,269.65,189,Exchange Continuous
1IV2518LE,15:06:18,269.65,228,Exchange Continuous
1IV2518LD,15:06:18,269.65,154,Exchange Continuous
1IV2518LC,15:06:18,269.65,1 363,Exchange Continuous
1IV2518LB,15:06:18,269.65,401,Exchange Continuous
1IV2518LA,15:06:18,269.65,962,Exchange Continuous
1IV2518L9,15:06:18,269.65,555,Exchange Continuous
1IV2518L8,15:06:18,269.65,182,Exchange Continuous
1IV2518L7,15:06:18,269.65,63,Exchange Continuous
1IV2518KK,15:06:04,269.65,15,Exchange Continuous
1IV2518KC,15:05:45,269.55,432,Exchange Continuous
1IV2518KA,15:05:29,269.55,3,Exchange Continuous
1IV2518K4,15:05:22,269.60,405,Exchange Continuous
1IV2518JR,15:04:58,269.60,348,Exchange Continuous
1IV2518JC,15:04:23,269.60,159,Exchange Continuous
1IV2518JB,15:04:23,269.60,344,Exchange Continuous
1IV2518JA,15:04:23,269.60,2,Exchange Continuous
1IV2518J9,15:04:23,269.60,2,Exchange Continuous
1IV2518J3,15:03:58,269.65,53,Exchange Continuous
1IV2518J2,15:03:58,269.65,272,Exchange Continuous
1IV2518J1,15:03:58,269.65,378,Exchange Continuous
1IV2518J0,15:03:58,269.65,272,Exchange Continuous
1IV2518IZ,15:03:58,269.65,217,Exchange Continuous
1IV2518IY,15:03:58,269.65,55,Exchange Continuous
1IV2518IX,15:03:58,269.65,2,Exchange Continuous
1IV2518IW,15:03:58,269.65,186,Exchange Continuous
1IV2518IV,15:03:58,269.65,86,Exchange Continuous
1IV2518IU,15:03:58,269.65,114,Exchange Continuous
1IV2518IT,15:03:58,269.65,264,Exchange Continuous
1IV2518IS,15:03:58,269.65,179,Exchange Continuous
1IV2518IR,15:03:58,269.65,93,Exchange Continuous
1IV2518IB,15:03:32,269.70,58,Exchange Continuous
1IV2518I7,15:03:12,269.60,137,Exchange Continuous
1IV2518I6,15:03:12,269.60,243,Exchange Continuous
1IV2518I5,15:02:55,269.60,152,Exchange Continuous
1IV2518I4,15:02:41,269.55,196,Exchange Continuous
1IV2518I1,15:02:35,269.50,1 159,Exchange Continuous
1IV2518I0,15:02:34,269.50,436,Exchange Continuous
1IV2518HZ,15:02:34,269.50,156,Exchange Continuous
1IV2518HY,15:02:29,269.40,215,Exchange Continuous
1IV2518HX,15:02:26,269.45,2,Exchange Continuous
1IV2518HW,15:02:15,269.40,348,Exchange Continuous
1IV2518HR,15:01:55,269.55,320,Exchange Continuous
1IV2518HQ,15:01:55,269.55,431,Exchange Continuous
1IV2518HP,15:01:55,269.55,419,Exchange Continuous
1IV2518HI,15:01:24,269.35,218,Exchange Continuous
1IV2518HE,15:00:46,269.25,2,Exchange Continuous
1IV2518HD,15:00:43,269.25,167,Exchange Continuous
1IV2518HC,15:00:43,269.25,70,Exchange Continuous
1IV2518HB,15:00:43,269.20,1,Exchange Continuous
1IV2518HA,15:00:40,269.20,150,Exchange Continuous
1IV2518H9,15:00:40,269.15,50,Exchange Continuous
1IV2518H8,15:00:39,269.10,96,Exchange Continuous
1IV2518H2,15:00:29,269.00,70,Exchange Continuous
1IV2518H0,15:00:09,269.00,85,Exchange Continuous
1IV2518GZ,15:00:09,269.05,413,Exchange Continuous
1IV2518GY,15:00:09,269.05,500,Exchange Continuous
1IV2518GX,15:00:09,269.10,149,Exchange Continuous
1IV2518GW,15:00:09,269.10,242,Exchange Continuous
1IV2518GV,15:00:09,269.10,242,Exchange Continuous
1IV2518GU,15:00:09,269.10,237,Exchange Continuous
1IV2518GT,15:00:09,269.10,5,Exchange Continuous
1IV2518GS,15:00:09,269.10,106,Exchange Continuous
1IV2518GR,15:00:09,269.10,242,Exchange Continuous
1IV2518GQ,15:00:09,269.10,242,Exchange Continuous
1IV2518GP,15:00:09,269.10,289,Exchange Continuous
1IV2518GO,15:00:06,269.10,4,Exchange Continuous
1IV2518GN,14:59:49,269.10,60,Exchange Continuous
1IV2518GM,14:59:48,269.10,45,Exchange Continuous
1IV2518GJ,14:58:58,269.05,81,Exchange Continuous
1IV2518GI,14:58:58,269.05,26,Exchange Continuous
1IV2518GH,14:58:58,269.05,196,Exchange Continuous
1IV2518G7,14:58:42,269.10,61,Exchange Continuous
1IV2518FT,14:58:20,269.05,503,Exchange Continuous
1IV2518FS,14:58:20,269.05,348,Exchange Continuous
1IV2518FR,14:58:20,269.05,155,Exchange Continuous
1IV2518FQ,14:58:20,269.05,42,Exchange Continuous
1IV2518FP,14:58:20,269.05,154,Exchange Continuous
1IV2518FO,14:58:20,269.05,1,Exchange Continuous
1IV2518FN,14:58:20,269.05,348,Exchange Continuous
1IV2518FM,14:58:20,269.05,348,Exchange Continuous
1IV2518FL,14:58:20,269.05,503,Exchange Continuous
1IV2518FK,14:58:20,269.15,56,Exchange Continuous
1IV2518FJ,14:58:17,269.10,3,Exchange Continuous
1IV2518FI,14:58:17,269.10,3,Exchange Continuous
1IV2518FH,14:58:17,269.10,21,Exchange Continuous
1IV2518F1,14:58:04,269.15,122,Exchange Continuous
1IV2518F0,14:58:04,269.15,83,Exchange Continuous
1IV2518EZ,14:58:01,269.10,490,Exchange Continuous
1IV2518EY,14:57:45,269.10,5,Retail Matching Facility
1IV2518EX,14:57:28,269.10,39,Exchange Continuous
1IV2518EW,14:57:25,269.25,1 097,Retail Matching Facility
1IV2518EV,14:57:25,269.25,903,Retail Matching Facility
1IV2518EH,14:57:02,269.25,306,Exchange Continuous
1IV2518EG,14:57:01,269.30,40,Exchange Continuous
1IV2518EF,14:57:00,269.35,55,Exchange Continuous
1IV2518EE,14:57:00,269.35,331,Exchange Continuous
1IV2518E6,14:56:33,269.40,266,Exchange Continuous
1IV2518E5,14:56:33,269.40,266,Exchange Continuous
1IV2518E4,14:56:33,269.40,38,Exchange Continuous
1IV2518E3,14:56:33,269.40,9,Exchange Continuous
1IV2518E2,14:56:33,269.40,266,Exchange Continuous
1IV2518E1,14:56:28,269.40,388,Exchange Continuous
1IV2518DC,14:55:48,269.30,21,Exchange Continuous
1IV2518DB,14:55:48,269.30,313,Exchange Continuous
1IV2518DA,14:55:23,269.20,157,Exchange Continuous
1IV2518D9,14:55:23,269.20,300,Exchange Continuous
1IV2518D8,14:55:23,269.20,348,Exchange Continuous
1IV2518D7,14:55:21,269.20,8,Exchange Continuous
1IV2518D6,14:55:11,269.20,145,Exchange Continuous
1IV2518D5,14:55:11,269.20,1 069,Exchange Continuous
1IV2518D4,14:55:11,269.20,500,Exchange Continuous
1IV2518D3,14:55:11,269.20,1 439,Exchange Continuous
1IV2518D2,14:55:11,269.20,130,Exchange Continuous
1IV2518D1,14:55:11,269.20,31,Exchange Continuous
1IV2518D0,14:55:11,269.20,339,Exchange Continuous
1IV2518CH,14:54:23,269.20,161,Exchange Continuous
1IV2518CG,14:54:23,269.20,26,Exchange Continuous
1IV2518CF,14:54:23,269.20,222,Exchange Continuous
1IV2518CE,14:54:14,269.25,77,Exchange Continuous
1IV2518CD,14:54:14,269.25,153,Exchange Continuous
1IV2518CA,14:54:09,269.30,7,Exchange Continuous
1IV2518C9,14:54:06,269.20,70,Exchange Continuous
1IV2518C8,14:54:06,269.20,129,Exchange Continuous
1IV2518C7,14:54:06,269.20,117,Exchange Continuous
1IV2518C3,14:53:01,269.15,219,Exchange Continuous
1IV2518BW,14:52:54,269.30,88,Exchange Continuous
1IV2518BV,14:52:54,269.30,890,Exchange Continuous
1IV2518BU,14:52:52,269.35,111,Exchange Continuous
1IV2518BT,14:52:52,269.35,61,Exchange Continuous
1IV2518BS,14:52:52,269.35,235,Exchange Continuous
1IV2518BR,14:52:52,269.35,308,Exchange Continuous
1IV2518BQ,14:52:52,269.35,40,Exchange Continuous
1IV2518BP,14:52:52,269.35,195,Exchange Continuous
1IV2518BO,14:52:52,269.35,235,Exchange Continuous
1IV2518BN,14:52:52,269.35,195,Exchange Continuous
1IV2518BM,14:52:52,269.35,40,Exchange Continuous
1IV2518BL,14:52:52,269.35,113,Exchange Continuous
1IV2518BK,14:52:52,269.35,235,Exchange Continuous
1IV2518BJ,14:52:52,269.35,65,Exchange Continuous
1IV2518BI,14:52:52,269.35,235,Exchange Continuous
1IV2518BH,14:52:52,269.35,235,Exchange Continuous
1IV2518BG,14:52:52,269.35,81,Exchange Continuous
1IV2518BF,14:52:44,269.35,16,Exchange Continuous
1IV2518B6,14:52:15,269.30,30,Exchange Continuous
1IV2518B5,14:52:15,269.30,20,Exchange Continuous
1IV2518B4,14:52:15,269.30,585,Exchange Continuous
1IV2518B3,14:52:15,269.30,19,Exchange Continuous
1IV2518B2,14:52:15,269.30,69,Exchange Continuous
1IV2518B1,14:52:15,269.30,348,Exchange Continuous
1IV2518AN,14:51:36,269.30,212,Exchange Continuous
1IV2518A4,14:51:08,269.35,117,Exchange Continuous
1IV2518A3,14:50:35,269.50,205,Exchange Continuous
1IV2518A2,14:50:35,269.50,1 348,Exchange Continuous
1IV25189P,14:50:30,269.45,70,Exchange Continuous
1IV25189O,14:50:30,269.45,348,Exchange Continuous
1IV25189N,14:50:30,269.45,5,Exchange Continuous
1IV25189I,14:49:52,269.50,439,Exchange Continuous
1IV25189H,14:49:51,269.50,473,Exchange Continuous
1IV25189G,14:49:51,269.50,732,Exchange Continuous
1IV25189F,14:49:51,269.50,387,Exchange Continuous
1IV25189E,14:49:51,269.50,473,Exchange Continuous
1IV25189D,14:49:51,269.50,115,Retail Matching Facility
1IV25189C,14:49:50,269.60,39,Exchange Continuous
1IV25189B,14:49:46,269.70,188,Exchange Continuous
1IV25189A,14:49:46,269.70,65,Exchange Continuous
1IV251899,14:49:46,269.70,348,Exchange Continuous
1IV251898,14:49:46,269.70,413,Exchange Continuous
1IV251897,14:49:46,269.70,413,Exchange Continuous
1IV251896,14:49:46,269.70,348,Exchange Continuous
1IV251895,14:49:46,269.70,65,Exchange Continuous
1IV251894,14:49:46,269.70,348,Exchange Continuous
1IV251893,14:49:46,269.70,65,Exchange Continuous
1IV251892,14:49:46,269.70,348,Exchange Continuous
1IV251891,14:49:46,269.70,107,Exchange Continuous
1IV251890,14:49:46,269.70,413,Exchange Continuous
1IV25188Z,14:49:46,269.70,335,Exchange Continuous
1IV25188Y,14:49:46,269.70,225,Exchange Continuous
1IV25188X,14:49:46,269.70,188,Exchange Continuous
1IV25188W,14:49:46,269.70,855,Exchange Continuous
1IV25188V,14:49:46,269.70,145,Exchange Continuous
1IV25188U,14:49:46,269.70,268,Exchange Continuous
1IV25188T,14:49:46,269.70,348,Exchange Continuous
1IV25188S,14:49:46,269.70,413,Exchange Continuous
1IV25188R,14:49:46,269.70,239,Exchange Continuous
1IV25188Q,14:49:42,269.80,271,Exchange Continuous
1IV25188P,14:49:42,269.80,100,Exchange Continuous
1IV25188O,14:49:42,269.80,42,Exchange Continuous
1IV25188N,14:49:37,269.80,306,Exchange Continuous
1IV25188M,14:49:37,269.80,465,Exchange Continuous
1IV25188L,14:49:35,269.80,90,Exchange Continuous
1IV25188K,14:49:35,269.80,233,Exchange Continuous
1IV25188J,14:49:35,269.80,100,Exchange Continuous
1IV25188I,14:49:35,269.80,187,Exchange Continuous
1IV25188H,14:49:35,269.80,348,Exchange Continuous
1IV25188G,14:49:35,269.80,20,Exchange Continuous
1IV25188F,14:49:35,269.80,100,Exchange Continuous
1IV25188E,14:49:35,269.80,943,Exchange Continuous
1IV25188D,14:49:35,269.80,100,Exchange Continuous
1IV25188C,14:49:35,269.80,177,Exchange Continuous
1IV25188B,14:49:35,269.80,30,Exchange Continuous
1IV25188A,14:49:35,269.80,348,Exchange Continuous
1IV251889,14:49:35,269.80,143,Exchange Continuous
1IV251888,14:49:35,269.80,100,Exchange Continuous
1IV251887,14:49:35,269.80,307,Exchange Continuous
1IV251886,14:49:35,269.80,248,Exchange Continuous
1IV251885,14:49:35,269.80,100,Exchange Continuous
1IV251884,14:49:35,269.80,555,Exchange Continuous
1IV251883,14:49:35,269.80,100,Exchange Continuous
1IV251882,14:49:35,269.80,858,Retail Matching Facility
1IV251881,14:49:35,269.80,342,Retail Matching Facility
1IV251880,14:49:35,269.80,213,Exchange Continuous
1IV25187Z,14:49:34,269.80,41,Exchange Continuous
1IV25187Y,14:49:34,269.80,100,Exchange Continuous
1IV25187X,14:49:34,269.80,555,Exchange Continuous
1IV25187W,14:49:34,269.80,54,Exchange Continuous
1IV25187V,14:49:34,269.80,46,Exchange Continuous
1IV25187U,14:49:34,269.75,10,Exchange Continuous
1IV25187T,14:49:20,269.70,22,Retail Matching Facility
1IV25187S,14:49:10,269.75,1,Retail Matching Facility
1IV25187P,14:49:06,269.70,222,Exchange Continuous
1IV25187O,14:48:57,269.75,51,Exchange Continuous
1IV25187N,14:48:57,269.75,33,Exchange Continuous
1IV25187M,14:48:57,269.75,348,Exchange Continuous
1IV25187L,14:48:57,269.75,4,Exchange Continuous
1IV25187K,14:48:50,269.70,147,Exchange Continuous
1IV25187J,14:48:50,269.70,17,Exchange Continuous
1IV25187I,14:48:50,269.70,17,Exchange Continuous
1IV25187H,14:48:50,269.70,226,Exchange Continuous
1IV25187G,14:48:47,269.70,5,Exchange Continuous
1IV25187E,14:48:20,269.60,315,Exchange Continuous
1IV251877,14:47:56,269.60,1 200,Retail Matching Facility
1IV25186Y,14:47:24,269.60,218,Exchange Continuous
1IV25186V,14:47:17,269.60,155,Exchange Continuous
1IV25186U,14:47:17,269.60,19,Exchange Continuous
1IV25186T,14:47:17,269.60,19,Exchange Continuous
1IV25186S,14:47:17,269.60,155,Exchange Continuous
1IV25186R,14:47:17,269.60,209,Exchange Continuous
1IV25186Q,14:47:12,269.65,117,Exchange Continuous
1IV25186P,14:47:11,269.60,14,Exchange Continuous
1IV25186I,14:46:17,269.55,1 000,Retail Matching Facility
1IV25186H,14:46:17,269.55,200,Retail Matching Facility
1IV25186F,14:46:13,269.65,135,Exchange Continuous
1IV25186E,14:46:13,269.65,239,Exchange Continuous
1IV25186C,14:46:06,269.75,199,Exchange Continuous
1IV25186B,14:46:06,269.75,348,Exchange Continuous
1IV25186A,14:46:06,269.75,74,Exchange Continuous
1IV251869,14:46:06,269.70,174,Exchange Continuous
1IV251868,14:46:06,269.70,174,Exchange Continuous
1IV251867,14:46:06,269.75,153,Exchange Continuous
1IV251866,14:46:06,269.75,348,Exchange Continuous
1IV251865,14:46:06,269.75,520,Exchange Continuous
1IV251864,14:46:06,269.70,348,Exchange Continuous
1IV251863,14:46:06,269.75,340,Exchange Continuous
1IV251862,14:46:06,269.75,348,Exchange Continuous
1IV251861,14:46:06,269.70,348,Exchange Continuous
1IV251860,14:46:06,269.75,10,Exchange Continuous
1IV25185Z,14:46:04,269.70,943,Exchange Continuous
1IV25185Y,14:46:04,269.70,200,Exchange Continuous
1IV25185R,14:45:52,269.60,1 000,Exchange Continuous
1IV25185Q,14:45:32,269.40,40,Exchange Continuous
1IV25185P,14:45:32,269.40,100,Exchange Continuous
1IV25185O,14:45:32,269.40,460,Exchange Continuous
1IV25185N,14:45:32,269.40,100,Exchange Continuous
1IV25185M,14:45:32,269.40,261,Exchange Continuous
1IV25185L,14:45:32,269.40,100,Exchange Continuous
1IV251859,14:45:03,269.35,70,Exchange Continuous
1IV251856,14:45:00,269.25,266,Exchange Continuous
1IV25184S,14:44:56,269.30,529,Exchange Continuous
1IV25184R,14:44:56,269.30,47,Exchange Continuous
1IV25184Q,14:44:56,269.30,181,Exchange Continuous
1IV25184P,14:44:55,269.30,348,Exchange Continuous
1IV25184O,14:44:55,269.30,181,Exchange Continuous
1IV25184N,14:44:55,269.30,348,Exchange Continuous
1IV25184M,14:44:55,269.30,529,Exchange Continuous
1IV25184L,14:44:55,269.30,348,Exchange Continuous
1IV25184K,14:44:55,269.30,181,Exchange Continuous
1IV25184J,14:44:55,269.30,348,Exchange Continuous
1IV25184I,14:44:55,269.30,181,Exchange Continuous
1IV25184H,14:44:55,269.30,348,Exchange Continuous
1IV25184G,14:44:55,269.30,189,Exchange Continuous
1IV25184F,14:44:55,269.30,529,Exchange Continuous
1IV25184E,14:44:55,269.30,529,Exchange Continuous
1IV25184D,14:44:55,269.30,350,Exchange Continuous
1IV25184C,14:44:55,269.30,102,Exchange Continuous
1IV251849,14:44:19,269.35,600,Retail Matching Facility
1IV251848,14:44:19,269.35,200,Retail Matching Facility
1IV251847,14:44:19,269.35,1 000,Retail Matching Facility
1IV251846,14:44:19,269.35,200,Retail Matching Facility
1IV251845,14:44:17,269.25,10,Retail Matching Facility
1IV25183Y,14:44:02,269.25,230,Exchange Continuous
1IV25183X,14:44:02,269.25,230,Exchange Continuous
1IV25183W,14:44:01,269.25,118,Exchange Continuous
1IV25183V,14:44:01,269.25,230,Exchange Continuous
1IV25183U,14:44:01,269.25,99,Exchange Continuous
1IV25183T,14:44:01,269.25,230,Exchange Continuous
1IV25183S,14:44:01,269.25,314,Exchange Continuous
1IV25183R,14:44:01,269.25,15,Exchange Continuous
1IV25183Q,14:44:01,269.25,215,Exchange Continuous
1IV25183P,14:44:01,269.25,118,Exchange Continuous
1IV25183O,14:44:01,269.25,230,Exchange Continuous
1IV25183N,14:44:01,269.25,230,Exchange Continuous
1IV25183M,14:44:01,269.25,118,Exchange Continuous
1IV25183L,14:44:01,269.25,230,Exchange Continuous
1IV25183K,14:44:01,269.25,230,Exchange Continuous
1IV25183J,14:44:01,269.25,99,Exchange Continuous
1IV25183I,14:44:01,269.25,20,Exchange Continuous
1IV25183H,14:44:01,269.25,230,Exchange Continuous
1IV25183G,14:43:49,269.35,68,Exchange Continuous
1IV25183F,14:43:49,269.35,348,Exchange Continuous
1IV25183C,14:43:00,269.35,120,Exchange Continuous
1IV251836,14:42:51,269.35,211,Exchange Continuous
1IV251835,14:42:49,269.35,82,Exchange Continuous
1IV251834,14:42:49,269.35,266,Exchange Continuous
1IV251833,14:42:49,269.35,115,Exchange Continuous
1IV251832,14:42:49,269.35,266,Exchange Continuous
1IV251831,14:42:49,269.35,82,Exchange Continuous
1IV251830,14:42:49,269.35,266,Exchange Continuous
1IV25182Z,14:42:49,269.35,266,Exchange Continuous
1IV25182Y,14:42:49,269.35,138,Exchange Continuous
1IV25182X,14:42:48,269.35,105,Exchange Continuous
1IV25182W,14:42:48,269.35,9,Exchange Continuous
1IV25182V,14:42:48,269.35,266,Exchange Continuous
1IV25182U,14:42:48,269.35,2,Exchange Continuous
1IV25182T,14:42:48,269.40,50,Exchange Continuous
1IV25182S,14:42:48,269.40,50,Exchange Continuous
1IV25182R,14:42:47,269.35,208,Exchange Continuous
1IV25182Q,14:42:37,269.35,67,Exchange Continuous
1IV25182P,14:42:37,269.35,348,Exchange Continuous
1IV25182L,14:42:36,269.40,100,Exchange Continuous
1IV25182K,14:42:36,269.40,60,Exchange Continuous
1IV25182J,14:42:36,269.40,40,Exchange Continuous
